sexo,estado_civil,grupo_depend,x_nem,leng,mate,cien,beca,edad,jefe_familia,nem,educpadre,educmadre
Femenino,Soltero,Particular Pagado (Dependencia 4),61,622,620,617,0,19,Madre del postulante,6.0999999,11,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,542,557,473,0,19,Padre de postulante,5.4000001,3,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,611,729,663,0,19,Madre del postulante,5.5,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),64,635,596,619,0,19,Padre de postulante,6.4000001,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,465,351,289,0,18,Madre del postulante,5.4000001,7,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,600,561,637,0,19,Padre de postulante,6.0999999,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),65,568,634,564,1,19,Padre de postulante,6.5,4,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,448,493,492,0,18,Padre de postulante,6.4000001,2,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,704,609,626,0,18,Otra persona,5.8000002,6,6
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,548,493,461,0,19,Madre del postulante,5.6999998,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,594,634,617,0,18,Padre de postulante,5.8000002,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,552,581,514,0,18,Madre del postulante,5.6999998,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,448,436,347,0,19,Padre de postulante,5.9000001,3,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,333,422,414,0,19,Padre de postulante,5.8000002,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,662,613,626,0,19,Padre de postulante,6,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,472,529,499,0,19,Madre del postulante,5.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,397,391,483,0,18,Padre de postulante,5.3000002,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,527,600,492,0,19,Padre de postulante,5.5,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,641,630,572,0,19,Padre de postulante,5.8000002,7,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,510,581,527,0,18,Madre del postulante,5.4000001,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,531,584,552,1,19,Madre del postulante,6.3000002,4,5
Masculino,Soltero,Particular Pagado (Dependencia 4),59,647,708,640,0,19,Padre de postulante,5.9000001,14,7
Masculino,Soltero,Particular Pagado (Dependencia 4),65,516,573,557,0,19,Padre de postulante,6.5,11,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),65,771,702,692,0,18,Padre de postulante,6.5,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,343,436,392,0,19,Madre del postulante,5.0999999,3,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),69,747,834,704,0,18,Padre de postulante,6.9000001,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",48,558,589,392,0,20,Padre de postulante,4.8000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),64,635,613,590,1,19,Padre de postulante,6.4000001,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,322,301,253,0,19,Madre del postulante,5.0999999,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,542,448,392,0,19,Madre del postulante,5.9000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,694,677,704,0,19,Padre de postulante,6.1999998,14,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,465,589,568,0,19,Padre de postulante,5.8000002,11,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,573,606,392,0,19,Padre de postulante,5.4000001,14,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,382,372,347,0,18,Padre de postulante,5.3000002,11,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,583,668,681,0,19,Padre de postulante,6.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,477,596,431,0,19,Madre del postulante,5.1999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,448,469,414,0,19,Madre del postulante,5.3000002,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,548,565,598,0,19,Madre del postulante,6.1999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,605,627,538,0,18,Madre del postulante,5.4000001,14,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,521,589,572,1,19,Padre de postulante,6.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,488,351,347,0,19,Madre del postulante,5.1999998,14,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,389,301,347,0,19,Padre de postulante,6,3,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,483,506,608,0,18,Padre de postulante,5.9000001,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,465,477,507,0,19,Padre de postulante,5.3000002,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,573,617,532,0,19,Padre de postulante,6.3000002,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,583,529,583,0,19,Madre del postulante,5.8000002,5,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,704,715,695,1,19,Madre del postulante,6.4000001,7,6
Masculino,Soltero,Particular Pagado (Dependencia 4),61,704,685,734,0,19,Padre de postulante,6.0999999,12,13
Masculino,Soltero,Particular Pagado (Dependencia 4),67,762,757,661,0,19,Padre de postulante,6.6999998,14,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),49,363,351,347,0,19,Padre de postulante,4.9000001,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,552,493,448,0,19,Madre del postulante,5.5,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,413,469,347,0,19,Padre de postulante,5.3000002,7,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,678,696,583,0,18,Padre de postulante,6,3,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,516,459,492,0,19,Madre del postulante,5.8000002,14,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,501,576,527,0,19,Madre del postulante,5.5,13,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,413,372,431,0,19,Padre de postulante,5.5999999,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),66,611,592,448,1,19,Padre de postulante,6.5999999,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,483,327,461,0,19,Madre del postulante,5.5999999,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,453,422,492,0,19,Madre del postulante,5.0999999,2,3
Masculino,Soltero,Particular Pagado (Dependencia 4),60,655,648,623,0,19,Padre de postulante,6,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),63,685,603,663,0,19,,6.3000002,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,397,469,448,1,19,Padre de postulante,6.4000001,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,579,552,514,0,19,Madre del postulante,5.8000002,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,704,757,681,0,19,Padre de postulante,5.9000001,11,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,568,624,548,1,19,Padre de postulante,6.4000001,4,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,685,729,642,0,19,Padre de postulante,5.6999998,11,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,477,600,611,1,19,Madre del postulante,6.5,2,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,433,372,431,0,19,Madre del postulante,5.0999999,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,589,499,557,0,18,Padre de postulante,6,5,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,605,592,602,0,19,Padre de postulante,5.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,594,581,527,0,19,Padre de postulante,5.8000002,4,13
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,477,637,538,0,18,Padre de postulante,5.8000002,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,420,391,347,0,19,Padre de postulante,5.1999998,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,382,327,392,0,19,Padre de postulante,5.4000001,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,477,529,371,0,19,Padre de postulante,5.3000002,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,568,539,527,0,18,Padre de postulante,5.5999999,13,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,397,485,289,0,19,Madre del postulante,5.1999998,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,548,561,575,0,18,Madre del postulante,6.3000002,7,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,527,573,483,0,18,Padre de postulante,5.6999998,14,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,465,477,448,0,19,Padre de postulante,5.5,5,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),66,594,630,628,1,19,Padre de postulante,6.5999999,11,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,616,702,667,0,19,Padre de postulante,5.8000002,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,510,493,347,0,18,Padre de postulante,5.6999998,2,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,363,422,289,0,18,Madre del postulante,5.0999999,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,678,644,583,0,18,Padre de postulante,6,7,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,501,606,492,0,19,Padre de postulante,5.5,7,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,542,589,514,0,18,Padre de postulante,5.5,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,433,499,492,0,19,Padre de postulante,5.4000001,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,747,630,617,1,18,Madre del postulante,6.0999999,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,460,448,492,0,19,Padre de postulante,5.8000002,6,13
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",63,405,459,473,1,19,Madre del postulante,6.3000002,5,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,589,656,623,1,19,Madre del postulante,6.1999998,1,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,568,548,538,0,19,Madre del postulante,5.4000001,14,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,382,372,371,0,19,Padre de postulante,5.5,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,483,524,392,0,20,Otra persona,5,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,413,436,448,0,21,Madre del postulante,5,4,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,558,573,557,0,19,Padre de postulante,5.4000001,4,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,678,634,637,0,19,Padre de postulante,5.3000002,13,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,420,422,371,0,19,Padre de postulante,5.1999998,4,3
Masculino,Soltero,Particular Pagado (Dependencia 4),67,622,729,727,0,19,Padre de postulante,6.6999998,11,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,284,351,448,0,19,Padre de postulante,5.4000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,488,557,473,0,19,Madre del postulante,6.4000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,420,529,414,0,19,Padre de postulante,5.6999998,13,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,506,561,473,0,18,Padre de postulante,5.8000002,5,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),66,506,613,520,1,19,Padre de postulante,6.5999999,4,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),61,552,565,514,0,18,Padre de postulante,6.0999999,5,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,263,408,448,0,19,Padre de postulante,5.3000002,2,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,373,179,253,0,19,Otra persona,5.5999999,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,397,422,392,0,18,Abuelo(a),5.4000001,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,542,499,414,0,19,Madre del postulante,5.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,542,459,473,0,18,Padre de postulante,5.9000001,3,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,542,581,527,0,19,Padre de postulante,5.9000001,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,343,422,347,0,21,Hermano(a),5.1999998,3,3
Femenino,Soltero,Particular Pagado (Dependencia 4),62,747,738,762,0,19,Madre del postulante,6.1999998,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,506,499,289,0,19,Padre de postulante,6,2,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),47,397,327,431,0,19,Padre de postulante,4.6999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,563,543,431,0,19,Madre del postulante,5.1999998,4,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,453,469,414,0,18,Padre de postulante,5.5999999,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,440,485,461,0,19,Madre del postulante,5.5,4,2
Femenino,Soltero,Particular Pagado (Dependencia 4),66,694,691,723,0,19,Padre de postulante,6.5999999,12,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,465,548,499,0,19,Padre de postulante,6.0999999,2,4
Masculino,Soltero,Particular Pagado (Dependencia 4),53,531,539,483,0,19,Padre de postulante,5.3000002,12,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,453,459,371,1,19,Padre de postulante,5.9000001,5,2
Masculino,Soltero,Particular Pagado (Dependencia 4),63,600,834,673,0,19,Madre del postulante,6.3000002,14,14
Masculino,Soltero,Particular Pagado (Dependencia 4),66,762,708,723,0,19,Padre de postulante,6.5999999,14,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,433,477,448,0,20,Madre del postulante,5.1999998,7,7
Femenino,Soltero,Particular Pagado (Dependencia 4),66,678,722,700,0,19,Padre de postulante,6.5999999,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,510,644,527,0,19,Madre del postulante,5.9000001,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),64,641,609,651,0,18,Padre de postulante,6.4000001,7,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,600,613,507,0,20,Madre del postulante,5.6999998,7,13
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,433,436,461,0,19,Padre de postulante,5.4000001,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,483,584,483,0,19,Padre de postulante,6,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,579,459,431,0,19,Padre de postulante,5,5,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),49,333,422,371,0,19,Padre de postulante,4.9000001,5,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,506,600,586,0,19,Madre del postulante,5.8000002,11,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,685,659,561,1,19,Madre del postulante,6.3000002,2,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,573,746,507,1,19,Padre de postulante,6.3000002,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,516,499,272,0,19,Madre del postulante,5.8000002,5,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,573,548,507,0,19,,5.8000002,14,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,558,436,347,0,19,Padre de postulante,5,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,448,627,527,0,19,Abuelo(a),5.3000002,5,11
Masculino,Soltero,Particular Pagado (Dependencia 4),64,725,722,684,0,19,Padre de postulante,6.4000001,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,510,600,564,0,19,Madre del postulante,5.9000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,635,617,572,0,18,Padre de postulante,6,11,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,465,422,431,0,19,Padre de postulante,5.8000002,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),59,605,596,557,0,19,Madre del postulante,5.9000001,11,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,353,327,392,0,19,Padre de postulante,5.1999998,11,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,477,524,499,0,19,Madre del postulante,5.5,5,11
Masculino,Soltero,Particular Pagado (Dependencia 4),61,685,609,642,0,19,Padre de postulante,6.0999999,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),61,611,681,557,0,19,Padre de postulante,6.0999999,4,14
Masculino,Soltero,Particular Pagado (Dependencia 4),63,628,668,661,0,18,Padre de postulante,6.3000002,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,589,672,673,0,19,Padre de postulante,6.1999998,14,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,298,422,289,0,19,Padre de postulante,5.8000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,501,408,448,0,19,Padre de postulante,5.5,5,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,413,469,448,0,18,Padre de postulante,5.4000001,4,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,641,640,605,0,19,Padre de postulante,5.1999998,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,382,351,272,0,19,Abuelo(a),5.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,605,681,614,0,19,Padre de postulante,6.1999998,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,427,469,448,0,19,Padre de postulante,5.1999998,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),49,413,351,371,0,19,Madre del postulante,4.9000001,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,594,620,579,0,19,Madre del postulante,5.8000002,13,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,373,518,499,0,18,Padre de postulante,5.4000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,433,518,483,0,19,Madre del postulante,5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,521,552,473,0,19,Padre de postulante,5.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),48,521,436,527,0,19,Padre de postulante,4.8000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,488,518,414,0,19,Otra persona,6.0999999,5,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,647,624,527,0,19,Madre del postulante,6.0999999,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),58,583,715,572,0,19,Madre del postulante,5.8000002,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,531,552,527,0,19,Abuelo(a),5.5,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,298,391,319,0,19,Madre del postulante,5.3000002,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,573,493,499,1,19,Madre del postulante,6.0999999,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,506,513,448,0,19,Abuelo(a),5.3000002,13,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,488,448,473,0,20,Abuelo(a),5.5999999,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,363,448,347,0,19,Padre de postulante,5.5,2,2
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,353,408,289,0,19,Madre del postulante,5.0999999,4,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,382,372,347,0,19,Padre de postulante,6.0999999,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,616,624,572,0,19,Madre del postulante,6.3000002,3,4
